Start Time,Chip ID,PassFill,Defect Code,Model Name,Tact Time,Grade
2021_0809_07:32:52,T917G148AB05,OK,,2V500DJ7QZ00S,51.0,A
2021_0809_07:39:30,T9175100AG06,OK,,2V500DJ7QZ00S,30.2,A
2021_0809_07:41:16,T917G054AM06,OK,,2V500DJ7QZ00S,30.9,A
2021_0809_07:56:27,T917G046AD02,OK,,2V500DJ7QZ00S,30.8,A
2021_0809_08:00:00,T9178024AH05,OK,,2V500DJ7QZ00S,30.6,A
2021_0809_08:02:58,T917G139AU02,OK,,2V500DJ7QZ00S,60.3,A
2021_0809_08:10:11,T917G050AV02,NG,PCMCK0008302089800C,2V500DJ7QZ00S,30.2,E
2021_0809_08:11:57,T917G067AA08,OK,,2V500DJ7QZ00S,29.8,A
2021_0809_08:18:00,T917G128BC01,OK,,2V500DJ7QZ00S,30.3,A
2021_0809_08:19:46,T9175100AJ07,NG,PCDB603541013318013,2V500DJ7QZ00S,30.9,C5
2021_0809_08:21:34,T917G079AM05,OK,,2V500DJ7QZ00S,30.8,A
2021_0809_08:32:46,T917G079AM07,OK,,2V500DJ7QZ00S,31.4,A
2021_0809_08:35:24,T917G128BC06,OK,,2V500DJ7QZ00S,30.8,A
2021_0809_08:42:38,T917G040AK02,OK,,2V500DJ7QZ00S,30.3,A
2021_0809_08:52:28,T917G121AK07,OK,,2V500DJ7QZ00S,29.9,A
2021_0809_09:00:07,T917G115AF03,OK,,2V500DJ7QZ00S,31.1,A
2021_0809_09:01:55,T917G128AD01,OK,,2V500DJ7QZ00S,31.3,A
2021_0809_13:59:00,T917G112AG08,OK,,2V500DJ7QZ00S,29.8,A
